id,code,sorting,created_at,updated_at
336,MB/s,,"2015-07-25 20:07:45","2015-08-06 14:09:08"
337,MCA,,"2015-07-25 20:07:45","2015-08-07 14:32:42"
338,MCV,,"2015-07-25 20:07:45","2015-08-07 14:33:20"
339,MediaFLO,,"2015-07-25 20:07:45","2015-08-14 20:24:26"
340,MEO,,"2015-07-25 20:07:45","2015-08-06 14:03:58"
341,MES,,"2015-07-25 20:07:45","2015-08-06 14:02:48"
342,MetAids,,"2015-07-25 20:07:45","2015-08-06 14:02:54"
343,MetSat,,"2015-07-25 20:07:45","2015-07-26 14:36:20"
344,MF,,"2015-07-25 20:07:45","2015-07-26 14:32:24"
345,MFN,,"2015-07-25 20:07:45","2015-07-26 14:34:29"
346,MHP,,"2015-07-25 20:07:45","2015-08-06 14:02:43"
347,MID,,"2015-07-25 20:07:45","2015-08-06 14:03:01"
348,MIDS,,"2015-07-25 20:07:45","2015-08-06 22:31:16"
349,MIFR,,"2015-07-25 20:07:45","2015-07-26 14:34:11"
350,ML,,"2015-07-25 20:07:45","2015-08-06 22:31:26"
351,MLM,,"2015-07-25 20:07:45","2015-07-26 14:34:41"
352,MLS,,"2015-07-25 20:07:45","2015-07-26 14:34:51"
353,MMDS,,"2015-07-25 20:07:45","2015-07-26 14:36:40"
354,MMS,,"2015-07-25 20:07:45","2015-07-26 14:34:59"
355,MMSI,,"2015-07-25 20:07:45","2015-08-06 14:03:25"
356,MMSS,,"2015-07-25 20:07:45","2015-07-26 14:32:12"
357,MO,,"2015-07-25 20:07:45","2015-08-06 14:03:31"
358,MOB,,"2015-07-25 20:07:45","2015-08-14 20:24:43"
359,"Modulační spoj",,"2015-07-25 20:07:45","2015-08-06 14:03:38"
360,MoU,,"2015-07-25 20:07:45","2015-07-26 14:36:30"
361,MPEG,,"2015-07-25 20:07:45","2015-08-06 14:03:47"
362,MPR,,"2015-07-25 20:07:45","2015-08-06 14:03:52"
363,MR,,"2015-07-25 20:07:45","2015-08-14 20:26:16"
364,MRNS,,"2015-07-25 20:07:45","2015-07-26 14:32:32"
365,MRNSS,,"2015-07-25 20:07:45","2015-07-26 14:31:53"
366,MRVA,,"2015-07-25 20:07:45","2015-08-06 14:04:04"
367,MS,,"2015-07-25 20:07:45","2015-08-06 14:22:45"
368,MSA,,"2015-07-25 20:07:45","2015-08-06 14:04:33"
369,MSI,,"2015-07-25 20:07:45","2015-08-06 14:04:40"
370,MSK,,"2015-07-25 20:07:45","2015-08-06 14:04:45"
371,MSS,,"2015-07-25 20:07:45","2015-08-14 20:27:18"
372,MUF,,"2015-07-25 20:07:45","2015-07-26 14:33:54"
373,MVDS,,"2015-07-25 20:07:45","2015-08-06 14:04:56"
374,MWA,,"2015-07-25 20:07:45","2015-08-06 14:06:34"
375,MWARA,,"2015-07-25 20:07:45","2015-07-26 14:32:01"
376,MWS,,"2015-07-25 20:07:45","2015-08-06 14:05:21"
378,NASA,,"2015-07-25 20:07:45","2015-08-06 22:31:44"
379,NATO,,"2015-07-25 20:07:45","2015-08-06 14:05:43"
380,NAVTEX,,"2015-07-25 20:07:45","2015-08-14 20:28:05"
381,NBDP,,"2015-07-25 20:07:45","2015-08-06 14:06:28"
382,NDB,,"2015-07-25 20:07:45","2015-08-06 14:07:39"
383,NF,,"2015-07-25 20:07:45","2015-08-06 14:06:40"
384,NFC,,"2015-07-25 20:07:45","2015-08-06 14:06:46"
385,NGMN,,"2015-07-25 20:07:45","2015-07-26 14:31:45"
386,NJFA,,"2015-07-25 20:07:45","2015-08-06 14:06:55"
387,NKT,,"2015-07-25 20:07:45","2015-08-06 14:06:59"
388,NL,,"2015-07-25 20:07:45","2015-08-06 14:07:05"
389,NLOS,,"2015-07-25 20:07:45","2015-08-06 14:07:10"
390,NMT,,"2015-07-25 20:07:45","2015-08-06 14:07:15"
391,NOAA,,"2015-07-25 20:07:45","2015-08-06 14:07:28"
392,Non-GSO,,"2015-07-25 20:07:45","2015-08-06 14:07:34"
393,NR,,"2015-07-25 20:07:45","2015-08-06 14:08:46"
394,NTSC,,"2015-07-25 20:07:45","2015-08-06 14:07:47"
395,NTFA,,"2015-07-25 20:07:45","2015-08-06 14:08:52"
396,NVIS,,"2015-07-25 20:07:45","2015-08-06 14:08:58"
397,NWA,,"2015-07-25 20:07:45","2015-08-06 13:54:56"
398,NWP,,"2015-07-25 20:07:45","2015-08-06 13:55:06"
399,OB,,"2015-07-25 20:07:45","2015-08-06 22:32:09"
400,OBU,,"2015-07-25 20:07:45","2015-08-06 13:55:18"
401,OD,,"2015-07-25 20:07:45","2015-08-14 20:28:28"
402,ODC,,"2015-07-25 20:07:45","2015-08-06 13:55:27"
403,OE,,"2015-07-25 20:07:45","2015-08-06 13:55:37"
404,OFDM,,"2015-07-25 20:07:45","2015-08-06 13:55:46"
405,OFDMA,,"2015-07-25 20:07:45","2015-08-06 13:55:52"
406,OIRT,,"2015-07-25 20:07:45","2015-08-06 13:56:02"
407,OOB,,"2015-07-25 20:07:45","2015-08-14 20:31:36"
408,(OR),,"2015-07-25 20:07:45","2016-06-06 15:14:40"
409,ORM,,"2015-07-25 20:07:45","2015-08-14 20:32:32"
410,OW,,"2015-07-25 20:07:45","2015-08-06 13:56:24"
411,MP,,"2015-07-25 20:07:45","2015-08-14 20:25:16"
412,P-P,,"2015-07-25 20:07:45","2015-08-14 20:33:16"
413,PAD,,"2015-07-25 20:07:45","2015-08-14 20:34:12"
414,PAL,,"2015-07-25 20:07:45","2015-08-06 13:57:02"
415,PAMR,,"2015-07-25 20:07:45","2015-08-06 13:57:08"
416,PAR,,"2015-07-25 20:07:45","2015-08-06 13:57:17"
417,PCM,,"2015-07-25 20:07:45","2015-08-06 13:57:23"
418,PCN,,"2015-07-25 20:07:45","2015-08-06 13:57:27"
419,PDA,,"2015-07-25 20:07:45","2015-08-06 13:57:32"
420,Perigeum,,"2015-07-25 20:07:45","2015-08-06 13:57:36"
421,"pfd, PFD",,"2015-07-25 20:07:45","2015-08-06 13:57:41"
422,PLs,,"2015-07-25 20:07:45","2015-08-06 13:57:52"
423,PLB,,"2015-07-25 20:07:45","2015-08-06 13:58:56"
424,PLC,,"2015-07-25 20:07:45","2015-08-06 13:59:04"
425,PM,,"2015-07-25 20:07:45","2015-08-06 13:59:09"
426,PMR,,"2015-07-25 20:07:45","2016-08-05 19:38:22"
427,PMSE,,"2015-07-25 20:07:45","2015-08-06 13:59:22"
428,PP,,"2015-07-25 20:07:45","2015-08-06 13:59:28"
429,PPDR,,"2015-07-25 20:07:45","2015-08-06 13:59:35"
430,PPKP,,"2015-07-25 20:07:45","2015-08-06 13:59:39"
431,P-RNAV,,"2015-07-25 20:07:45","2015-08-06 13:59:44"
432,PSK,,"2015-07-25 20:07:45","2015-08-06 13:59:50"
433,PSR,,"2015-07-25 20:07:45","2015-08-06 13:59:54"
434,PT,,"2015-07-25 20:07:45","2015-08-06 13:59:59"
435,PVRS,,"2015-07-25 20:07:45","2015-08-06 14:00:03"
436,PWAP,,"2015-07-25 20:07:45","2015-08-14 20:35:38"
437,PWMS,,"2015-07-25 20:07:45","2015-08-06 14:00:18"
438,QAM,,"2015-07-25 20:07:45","2015-08-06 14:00:23"
439,QoS,,"2015-07-25 20:07:45","2015-08-06 14:00:28"
440,QPSK,,"2015-07-25 20:07:45","2015-08-06 14:00:33"
441,(R),,"2015-07-25 20:07:45","2016-06-06 15:16:08"
442,RA,,"2015-07-25 20:07:45","2015-08-06 22:32:47"
443,R3E,,"2015-07-25 20:07:45","2015-08-06 14:18:40"
444,Racon,,"2015-07-25 20:07:45","2015-08-06 14:01:13"
445,RAG,,"2015-07-25 20:07:45","2015-08-06 14:01:32"
446,RAS,,"2015-07-25 20:07:45","2016-06-03 09:02:33"
447,RCC,,"2015-07-25 20:07:45","2015-08-06 14:01:46"
448,RDARA,,"2015-07-25 20:07:45","2015-07-27 22:52:53"
449,RDS,,"2015-07-25 20:07:45","2015-07-27 22:53:18"
450,RDSS,,"2015-07-25 20:07:45","2015-07-27 22:53:27"
451,"REC, Rec.",,"2015-07-25 20:07:45","2015-08-14 20:39:28"
452,Rep.,,"2015-07-25 20:07:45","2015-07-27 22:54:03"
453,"RES, Res.",,"2015-07-25 20:07:45","2015-08-14 20:40:18"
454,RF,,"2015-07-25 20:07:45","2015-08-06 22:33:16"
455,RFID,,"2015-07-25 20:07:45","2015-07-27 22:55:01"
456,RIS,,"2015-07-25 20:07:45","2015-07-27 22:55:19"
457,RISC,,"2015-07-25 20:07:45","2015-07-27 22:54:36"
458,RLAN,,"2015-07-25 20:07:45","2015-07-27 22:54:26"
459,RLS,,"2015-07-25 20:07:45","2015-08-06 14:01:51"
460,RLSS,,"2015-07-25 20:07:45","2015-07-27 22:55:28"
461,RM,,"2015-07-25 20:07:45","2015-08-06 13:47:24"
462,RN,,"2015-07-25 20:07:45","2015-07-27 22:55:35"
463,RNAV,,"2015-07-25 20:07:45","2015-08-06 13:47:29"
464,RNS,,"2015-07-25 20:07:45","2015-08-06 13:47:35"
465,RNSS,,"2015-07-25 20:07:45","2015-08-06 13:47:40"
466,ROC,,"2015-07-25 20:07:45","2015-08-06 13:47:45"
467,ROES,,"2015-07-25 20:07:45","2015-08-06 13:47:50"
468,RoP,,"2015-07-25 20:07:45","2015-08-06 13:47:55"
469,RPA,,"2015-07-25 20:07:45","2015-08-06 13:48:00"
470,RPC,,"2015-07-25 20:07:45","2015-08-06 13:48:06"
471,rr/RR,,"2015-07-25 20:07:45","2015-08-14 20:41:56"
472,RRB,,"2015-07-25 20:07:45","2015-08-06 13:48:47"
473,RSBN,,"2015-07-25 20:07:45","2015-08-06 13:48:56"
474,RSC,,"2015-07-25 20:07:45","2015-08-06 13:49:01"
475,RSM,,"2015-07-25 20:07:45","2015-08-06 22:34:55"
476,RSMS,,"2015-07-25 20:07:45","2015-08-06 13:49:13"
477,RSP,,"2015-07-25 20:07:45","2015-08-06 13:49:18"
478,RSPG,,"2015-07-25 20:07:45","2015-08-06 13:49:25"
479,RSR,,"2015-07-25 20:07:45","2015-08-06 13:49:31"
480,RSSI,,"2015-07-25 20:07:45","2015-07-27 22:54:50"
481,RSU,,"2015-07-25 20:07:45","2015-08-06 13:49:36"
482,RTCA,,"2015-07-25 20:07:45","2015-08-06 13:49:41"
483,R&TTE,,"2015-07-25 20:07:45","2015-08-14 20:36:03"
484,RTTT,,"2015-07-25 20:07:45","2015-08-06 13:49:50"
485,Rx,,"2015-07-25 20:07:45","2015-08-06 13:49:57"
486,SA,,"2015-07-25 20:07:45","2015-08-06 13:50:02"
487,"SAA, S&A",,"2015-07-25 20:07:45","2016-06-06 15:36:00"
488,SAB,,"2015-07-25 20:07:45","2015-08-06 13:50:14"
489,SAB/SAP,,"2015-07-25 20:07:45","2015-08-06 13:50:23"
490,SAP,,"2015-07-25 20:07:45","2015-08-06 13:50:27"
491,SAR,,"2015-07-25 20:07:45","2015-08-06 13:50:50"
492,SARPs,,"2015-07-25 20:07:45","2015-08-06 13:50:57"
493,SARSAT,,"2015-07-25 20:07:45","2015-08-14 20:44:22"
494,SART,,"2015-07-25 20:07:45","2015-08-06 13:51:10"
495,SATCOM,,"2015-07-25 20:07:45","2015-08-06 13:51:15"
496,SBAS,,"2015-07-25 20:07:45","2015-08-06 13:51:19"
497,SBR,,"2015-07-25 20:07:45","2015-08-14 20:44:40"
498,SC,,"2015-07-25 20:07:45","2015-07-27 22:46:16"
499,S-DAB,,"2015-07-25 20:07:45","2015-07-27 22:46:31"
500,SDR,,"2015-07-25 20:07:45","2015-07-27 22:47:00"
501,s/E,,"2015-07-25 20:07:45","2015-08-14 20:43:51"
502,SECAM,,"2015-07-25 20:07:45","2015-07-27 22:48:04"
503,SES,,"2015-07-25 20:07:45","2015-07-27 22:47:43"
504,SESAR,,"2015-07-25 20:07:45","2015-07-27 22:48:19"
505,SFCG,,"2015-07-25 20:07:45","2015-07-27 22:48:30"
506,SFN,,"2015-07-25 20:07:45","2015-07-27 22:48:41"
507,SG,,"2015-07-25 20:07:45","2015-07-27 22:49:10"
508,SG-RFC,,"2015-07-25 20:07:45","2015-07-27 22:49:21"
509,SINR,,"2015-07-25 20:07:45","2015-07-27 22:49:37"
510,SIT,,"2015-07-25 20:07:45","2015-07-27 22:49:44"
511,SHF,,"2015-07-25 20:07:45","2015-07-27 22:49:54"
512,SKV,,"2015-07-25 20:07:45","2015-08-23 21:03:07"
513,SM,,"2015-07-25 20:07:45","2015-08-06 13:51:37"
514,SMOS,,"2015-07-25 20:07:45","2015-07-27 22:50:26"
515,SMR,,"2015-07-25 20:07:45","2015-08-06 13:51:42"
516,S/N,,"2015-07-25 20:07:45","2015-07-27 22:50:44"
517,SNG,,"2015-07-25 20:07:45","2015-07-27 22:50:56"
518,SNR,,"2015-07-25 20:07:45","2015-07-27 22:51:16"
519,SOLAS,,"2015-07-25 20:07:45","2015-07-27 22:51:05"
520,SOS,,"2015-07-25 20:07:45","2015-07-27 22:51:24"
521,SOTDMA,,"2015-07-25 20:07:45","2015-07-27 22:51:50"
522,S-PCS,,"2015-07-25 20:07:45","2015-07-27 22:51:58"
523,SRD,,"2015-07-25 20:07:45","2015-07-27 22:52:07"
524,SRR,,"2015-07-25 20:07:45","2015-08-06 13:51:47"
525,SRS,,"2015-07-25 20:07:45","2015-08-06 13:51:53"
526,SS,,"2015-07-25 20:07:45","2015-08-06 13:51:59"
527,SSAS,,"2015-07-25 20:07:45","2015-08-06 13:52:04"
528,SSB,,"2015-07-25 20:07:45","2015-08-06 13:52:10"
529,SSR,,"2015-07-25 20:07:45","2015-08-06 13:52:15"
530,SUT,,"2015-07-25 20:07:45","2015-08-06 13:52:19"
531,SV,,"2015-07-25 20:07:45","2015-08-23 21:02:16"
532,TACAN,,"2015-07-25 20:07:45","2015-08-06 13:52:31"
533,TACS,,"2015-07-25 20:07:45","2015-08-06 13:52:36"
534,TAPS,,"2015-07-25 20:07:45","2015-08-06 13:52:45"
535,TCAM,,"2015-07-25 20:07:45","2015-08-06 13:52:56"
536,T&C,,"2015-07-25 20:07:45","2015-08-06 13:47:14"
537,T-DAB,,"2015-07-25 20:07:45","2015-08-14 20:45:38"
538,TDD,,"2015-07-25 20:07:45","2015-08-06 13:46:55"
539,TDM,,"2015-07-25 20:07:45","2015-08-06 13:46:50"
540,TDMA,,"2015-07-25 20:07:45","2015-08-06 13:46:45"
541,T-DMB,,"2015-07-25 20:07:45","2015-08-06 13:46:37"
542,TEDS,,"2015-07-25 20:07:45","2015-08-06 13:46:22"
543,TES,,"2015-07-25 20:07:45","2015-07-25 22:17:51"
544,TETRA,,"2015-07-25 20:07:45","2015-07-25 22:18:01"
545,TETRAPOL,,"2015-07-25 20:07:45","2015-08-06 14:18:06"
546,TFTS,,"2015-07-25 20:07:45","2015-07-25 22:18:32"
547,TG,,"2015-07-25 20:07:45","2015-09-30 10:53:45"
548,TIG,,"2015-07-25 20:07:45","2015-07-25 22:18:55"
549,TLPR,,"2015-07-25 20:07:45","2015-08-06 22:35:24"
550,TPC,,"2015-07-25 20:07:45","2015-07-25 22:19:21"
551,TRA-ECS,,"2015-07-25 20:07:45","2015-07-25 22:19:49"
552,TRR,,"2015-07-25 20:07:45","2015-08-06 22:35:35"
553,TS,,"2015-07-25 20:07:45","2015-07-25 22:20:13"
554,TSB,,"2015-07-25 20:07:45","2015-07-25 22:20:28"
555,TT&C,,"2015-07-25 20:07:45","2015-07-25 22:20:39"
556,TV,,"2015-07-25 20:07:45","2015-07-25 22:20:56"
557,TVG,,"2015-07-25 20:07:45","2015-07-25 22:22:15"
558,TVOB,,"2015-07-25 20:07:45","2015-07-25 22:22:29"
559,TWIM,,"2015-07-25 20:07:45","2015-07-25 22:22:43"
560,Tx,,"2015-07-25 20:07:45","2015-08-06 22:35:48"
561,UA,,"2015-07-25 20:07:45","2015-07-25 22:23:15"
562,UAC,,"2015-07-25 20:07:45","2015-07-25 22:23:26"
563,UACS,,"2015-07-25 20:07:45","2015-07-25 22:23:38"
564,UAS,,"2015-07-25 20:07:45","2015-07-25 22:23:49"
565,UAT,,"2015-07-25 20:07:45","2015-07-25 22:24:01"
566,UAV,,"2015-07-25 20:07:45","2015-07-25 22:24:12"
567,UDF,,"2015-07-25 20:07:45","2015-07-25 22:24:23"
568,UHF,,"2015-07-25 20:07:45","2015-07-25 22:24:49"
569,UIC,,"2015-07-25 20:07:45","2015-07-25 22:25:07"
570,UKV,,"2015-07-25 20:07:45","2015-08-23 21:03:17"
571,UL,,"2015-07-25 20:07:45","2015-07-25 22:25:42"
572,ULP-AID,,"2015-07-25 20:07:45","2015-07-25 22:25:54"
573,ULP-AMI,,"2015-07-25 20:07:45","2015-07-25 22:26:08"
574,ULP-MMI,,"2015-07-25 20:07:45","2015-07-25 22:27:37"
575,UMTS,,"2015-07-25 20:07:45","2015-08-06 22:36:28"
577,USB,,"2015-07-25 20:07:45","2015-07-25 22:28:54"
578,"Úsek, kmitočtový úsek",,"2015-07-25 20:07:45","2015-07-25 23:19:32"
579,UTC,,"2015-07-25 20:07:45","2015-08-06 14:20:49"
580,UTRA,,"2015-07-25 20:07:45","2015-07-25 22:31:51"
581,UWB,,"2015-07-25 20:07:45","2015-07-25 22:32:09"
582,VDF,,"2015-07-25 20:07:45","2015-07-25 22:32:29"
583,VDL,,"2015-07-25 20:07:45","2015-08-06 22:36:45"
584,VDV,,"2015-07-25 20:07:45","2015-08-23 21:04:12"
585,VGE,,"2015-07-25 20:07:45","2015-07-25 22:33:34"
586,VHF,,"2015-07-25 20:07:45","2015-07-27 22:44:21"
587,VKV,,"2015-07-25 20:07:45","2015-08-23 20:56:11"
588,VLBI,,"2015-07-25 20:07:45","2015-07-27 22:45:04"
589,VLF,,"2015-07-25 20:07:45","2015-07-27 22:44:34"
590,"Vlnová délka",,"2015-07-25 20:07:45","2015-08-06 14:17:27"
591,VoIP,,"2015-07-25 20:07:45","2015-07-25 22:27:24"
592,VOR,,"2015-07-25 20:07:45","2015-07-25 22:33:57"
593,VORTAC,,"2015-07-25 20:07:45","2015-07-25 22:08:26"
594,VR,,"2015-07-25 20:07:45","2015-08-06 22:36:57"
595,VSAT,,"2015-07-25 20:07:45","2015-07-25 22:08:55"
596,VTS,,"2015-07-25 20:07:45","2015-08-06 22:37:28"
597,WAIC,,"2015-07-25 20:07:45","2015-07-25 22:10:17"
598,WAPECS,,"2015-07-25 20:07:45","2015-07-25 22:10:31"
599,WARC,,"2015-07-25 20:07:45","2015-07-25 22:10:44"
600,WAS/RLAN,,"2015-07-25 20:07:45","2015-07-25 22:11:05"
601,WCDMA,,"2015-07-25 20:07:45","2015-07-25 22:11:21"
602,Wi-Fi,,"2015-07-25 20:07:45","2015-08-06 14:17:10"
603,WiMax,,"2015-07-25 20:07:45","2015-07-25 22:13:21"
604,WG,,"2015-07-25 20:07:45","2015-07-25 22:11:44"
605,WGFM,,"2015-07-25 20:07:45","2015-07-25 22:11:56"
606,WGS,,"2015-07-25 20:07:45","2015-08-06 22:37:39"
607,WLAM,,"2015-07-25 20:07:45","2015-08-06 22:37:55"
608,WLAN,,"2015-07-25 20:07:45","2015-07-25 22:13:49"
609,WLL,,"2015-07-25 20:07:45","2015-07-25 22:14:03"
610,WMO,,"2015-07-25 20:07:45","2015-07-25 22:14:17"
611,WP,,"2015-07-25 20:07:45","2015-07-25 22:14:28"
612,WPR,,"2015-07-25 20:07:45","2015-07-25 22:15:18"
613,WPAN,,"2015-07-25 20:07:45","2015-07-25 22:14:44"
614,WRC,,"2015-07-25 20:07:45","2015-07-25 22:15:37"
615,WRC-2000,,"2015-07-25 20:07:45","2015-07-25 22:16:38"
616,WRC-03,,"2015-07-25 20:07:45","2015-07-25 22:15:52"
617,WRC-07,,"2015-07-25 20:07:45","2015-07-25 22:16:04"
618,WSIS,,"2015-07-25 20:07:45","2015-07-25 22:17:10"
619,WTDC,,"2015-07-25 20:07:45","2015-08-14 20:46:48"
620,WTO,,"2015-07-25 20:07:45","2015-07-25 22:04:47"
621,WTSA,,"2015-07-25 20:07:45","2015-07-25 22:04:34"
622,WWW,,"2015-07-25 20:07:45","2016-06-03 08:50:14"
623,X-QAM,,"2015-07-25 20:07:45","2015-07-25 22:03:57"
626,"ZULU (čas)",,"2015-07-25 20:07:45","2015-08-06 22:38:51"
627,WRC-12,,"2015-07-25 20:07:45","2015-07-25 22:16:21"
629,AIC,,"2015-07-25 20:07:45","2015-07-25 21:57:42"
630,ERMTS,,"2015-07-25 20:07:45","2015-07-26 14:13:49"
631,E-UTRA,,"2015-07-25 20:07:45","2015-08-06 14:17:43"
632,LTE-A,,"2015-07-25 20:07:45","2015-07-25 23:49:10"
633,"H264/AVC, H265/HEVC",,"2015-07-25 20:07:45","2015-08-06 14:17:53"
635,LSA/ASA,,"2015-07-25 20:07:45","2015-07-27 22:44:53"
636,ASA/LSA,,"2015-07-25 20:07:45","2015-07-26 13:44:19"
637,M2M,,"2015-07-25 20:07:45","2018-08-24 08:14:07"
638,WSD,,"2015-07-25 20:07:45","2015-07-25 22:16:55"
639,BTS,999,"2015-11-09 20:12:19","2016-06-06 15:23:09"
640,ESOMP,999,"2015-11-25 08:34:03","2015-11-25 08:44:43"
641,"Pohyblivé sítě",999,"2016-05-10 16:40:36","2016-05-10 16:40:36"
642,CRAF,999,"2016-06-03 09:01:45","2016-06-03 09:01:45"
643,IMT-2020,999,"2016-06-03 09:30:51","2016-06-03 09:30:51"
644,ATU,999,"2016-06-06 15:58:32","2016-06-06 15:58:32"
645,DGPS,999,"2016-06-06 15:59:39","2016-06-06 15:59:39"
646,ITU-D,999,"2016-06-06 16:01:50","2016-06-06 16:01:50"
647,ITU-T,999,"2016-06-06 16:02:34","2016-06-06 16:02:34"
648,NCU,999,"2016-06-06 16:04:19","2016-06-06 16:04:19"
649,SOL,999,"2016-06-06 16:05:18","2016-06-06 16:05:18"
650,STB,999,"2016-06-06 16:08:30","2016-06-06 16:08:30"
651,WGSE,999,"2016-06-06 16:12:06","2016-06-06 16:12:06"
655,P-MP,999,"2016-08-05 19:36:53","2016-08-05 19:36:53"
656,IRT-2000,999,"2016-08-05 19:41:17","2016-08-05 19:41:17"
657,Ac-nodeB,999,"2016-08-05 19:44:39","2016-08-05 19:44:39"
658,TTT,999,"2016-08-05 19:52:48","2016-08-05 19:52:48"
659,MBANS,999,"2016-08-05 19:54:34","2016-08-05 19:54:34"
660,AOM,999,"2016-08-05 19:59:12","2016-08-05 19:59:12"
661,DHM,999,"2016-08-05 20:03:09","2016-08-05 20:03:10"
662,VOX,999,"2016-08-05 20:23:10","2016-08-05 20:23:10"
663,"Klíčovací poměr",999,"2016-08-05 20:27:37","2016-08-05 20:27:37"
664,DSB,999,"2016-08-06 15:40:12","2016-08-06 15:40:12"
665,ČTÚ,999,"2016-08-12 12:32:36","2016-08-12 12:32:36"
666,ADS-B,999,"2018-08-16 18:31:49","2018-08-16 18:31:49"
667,CCA,999,"2018-08-22 11:00:24","2018-08-22 11:15:13"
668,eCCA,999,"2018-08-22 11:12:05","2018-08-22 11:13:10"
669,IoT,999,"2018-08-24 08:21:51","2018-08-24 08:21:51"
670,CUS,999,"2018-08-24 08:25:26","2018-08-24 08:25:26"
671,TVWS,999,"2018-08-24 08:28:35","2018-08-24 08:28:35"
672,CSAT,999,"2018-08-24 08:31:50","2018-08-24 08:31:50"
673,"Rádiový kanál / Radio channel",999,"2019-01-27 10:46:45","2019-01-27 10:46:45"
674,"Blok, frequency block",999,"2019-01-27 11:00:03","2019-01-27 11:01:13"
